"chr"	"starts"	"ends"	"genes"
"31153"	"chr3"	50159768	50159769	"SEMA3F"
"31154"	"chr3"	50228185	50228186	"MIR5787"
"31155"	"chr3"	50268121	50268122	"SEMA3B.AS1"
"31156"	"chr3"	50273985	50273986	"MIR6872"
"31157"	"chr3"	50338260	50338261	"RASSF1.AS1"
"31158"	"chr3"	50351444	50351445	"CYB561D2"
"31159"	"chr3"	50504994	50504995	"CACNA2D2"
"31160"	"chr3"	50571777	50571778	"C3orf18"
"31161"	"chr3"	50675829	50675830	"MIR4787"
"31162"	"chr3"	51542338	51542339	"RAD54L2"
"31163"	"chr3"	51818352	51818353	"IQCF4"
"31164"	"chr3"	51818352	51818353	"IQCF4"
"31165"	"chr3"	51818352	51818353	"IQCF4"
"31166"	"chr3"	51874345	51874346	"IQCF5.AS1"
"31167"	"chr3"	51963642	51963643	"PCBP4"
"31168"	"chr3"	51968216	51968217	"PCBP4"
"31169"	"chr3"	52065862	52065863	"LINC00696"
"31170"	"chr3"	52239987	52239988	"LOC101929054"
"31171"	"chr3"	52290483	52290484	"GLYCTK.AS1"
"31172"	"chr3"	3111124	3111125	"IL5RA"
"31173"	"chr3"	3111124	3111125	"IL5RA"
"31174"	"chr3"	3111124	3111125	"IL5RA"
"31175"	"chr3"	126655874	126655875	"TXNRD3"
"31176"	"chr3"	52689636	52689637	"SNORD136"
"31177"	"chr3"	52689989	52689990	"SNORD19"
"31178"	"chr3"	52691487	52691488	"SNORD19B"
"31179"	"chr3"	52692127	52692128	"SNORD19C"
"31180"	"chr3"	52693485	52693486	"SNORD69"
"31181"	"chr3"	52771699	52771700	"NEK4"
"31182"	"chr3"	193593957	193593958	"OPA1"
"31183"	"chr3"	52824684	52824685	"ITIH4.AS1"
"31184"	"chr3"	52847302	52847303	"MIR8064"
"31185"	"chr3"	167736472	167736473	"SERPINI1"
"31186"	"chr3"	126704989	126704990	"CHCHD6"
"31187"	"chr3"	53256864	53256865	"TKT"
"31188"	"chr3"	53333877	53333878	"SNORD38C"
"31189"	"chr3"	49094382	49094383	"QRICH1"
"31190"	"chr3"	49094382	49094383	"QRICH1"
"31191"	"chr3"	49094382	49094383	"QRICH1"
"31192"	"chr3"	49094382	49094383	"QRICH1"
"31193"	"chr3"	54640607	54640608	"ESRG"
"31194"	"chr3"	54902005	54902006	"CACNA2D3.AS1"
"31195"	"chr3"	55178921	55178922	"LINC02017"
"31196"	"chr3"	55660219	55660220	"ERC2.IT1"
"31197"	"chr3"	55853344	55853345	"MIR3938"
"31198"	"chr3"	56557905	56557906	"CCDC66"
"31199"	"chr3"	56557905	56557906	"CCDC66"
"31200"	"chr3"	56557905	56557906	"CCDC66"
"31201"	"chr3"	56557905	56557906	"CCDC66"
"31202"	"chr3"	56557905	56557906	"CCDC66"
"31203"	"chr3"	56557905	56557906	"CCDC66"
"31204"	"chr3"	56557905	56557906	"CCDC66"
"31205"	"chr3"	56557905	56557906	"CCDC66"
"31206"	"chr3"	56557905	56557906	"CCDC66"
"31207"	"chr3"	56557905	56557906	"CCDC66"
"31208"	"chr3"	56557905	56557906	"CCDC66"
"31209"	"chr3"	56557905	56557906	"CCDC66"
"31210"	"chr3"	56557905	56557906	"CCDC66"
"31211"	"chr3"	56557905	56557906	"CCDC66"
"31212"	"chr3"	56557905	56557906	"CCDC66"
"31213"	"chr3"	56557905	56557906	"CCDC66"
"31214"	"chr3"	56557905	56557906	"CCDC66"
"31215"	"chr3"	56557905	56557906	"CCDC66"
"31216"	"chr3"	56557905	56557906	"CCDC66"
"31217"	"chr3"	56557905	56557906	"CCDC66"
"31218"	"chr3"	56557905	56557906	"CCDC66"
"31219"	"chr3"	56557905	56557906	"CCDC66"
"31220"	"chr3"	56557905	56557906	"CCDC66"
"31221"	"chr3"	56557905	56557906	"CCDC66"
"31222"	"chr3"	25459059	25459060	"RARB"
"31223"	"chr3"	134486922	134486923	"CEP63"
"31224"	"chr3"	3800180	3800181	"LRRN1"
"31225"	"chr3"	56940789	56940790	"ARHGEF3.AS1"
"31226"	"chr3"	57279702	57279703	"ASB14"
"31227"	"chr3"	57270315	57270316	"LOC105377102"
"31228"	"chr3"	57598538	57598539	"ARF4.AS1"
"31229"	"chr3"	57598538	57598539	"ARF4.AS1"
"31230"	"chr3"	57693954	57693955	"DENND6A.DT"
"31231"	"chr3"	58171385	58171386	"FLNB.AS1"
"31232"	"chr3"	58238251	58238252	"ABHD6"
"31233"	"chr3"	58306994	58306995	"HTD2"
"31234"	"chr3"	58306994	58306995	"HTD2"
"31235"	"chr3"	58306994	58306995	"HTD2"
"31236"	"chr3"	58333639	58333640	"PXK"
"31237"	"chr3"	58333639	58333640	"PXK"
"31238"	"chr3"	58333639	58333640	"PXK"
"31239"	"chr3"	58333639	58333640	"PXK"
"31240"	"chr3"	58333639	58333640	"PXK"
"31241"	"chr3"	58333639	58333640	"PXK"
"31242"	"chr3"	58333639	58333640	"PXK"
"31243"	"chr3"	58333639	58333640	"PXK"
"31244"	"chr3"	58333639	58333640	"PXK"
"31245"	"chr3"	58333639	58333640	"PXK"
"31246"	"chr3"	58333639	58333640	"PXK"
"31247"	"chr3"	58333639	58333640	"PXK"
"31248"	"chr3"	58333639	58333640	"PXK"
"31249"	"chr3"	58333639	58333640	"PXK"
"31250"	"chr3"	58333639	58333640	"PXK"
"31251"	"chr3"	58333639	58333640	"PXK"
"31252"	"chr3"	58333639	58333640	"PXK"
"31253"	"chr3"	58333639	58333640	"PXK"
"31254"	"chr3"	58333639	58333640	"PXK"
"31255"	"chr3"	58333639	58333640	"PXK"
"31256"	"chr3"	58333639	58333640	"PXK"
"31257"	"chr3"	58333639	58333640	"PXK"
"31258"	"chr3"	58333639	58333640	"PXK"
"31259"	"chr3"	58333639	58333640	"PXK"
"31260"	"chr3"	58333639	58333640	"PXK"
"31261"	"chr3"	58333639	58333640	"PXK"
"31262"	"chr3"	58333639	58333640	"PXK"
"31263"	"chr3"	58333639	58333640	"PXK"
"31264"	"chr3"	58333639	58333640	"PXK"
"31265"	"chr3"	58333639	58333640	"PXK"
"31266"	"chr3"	58333639	58333640	"PXK"
"31267"	"chr3"	58333639	58333640	"PXK"
"31268"	"chr3"	58333639	58333640	"PXK"
"31269"	"chr3"	58333639	58333640	"PXK"
"31270"	"chr3"	58333639	58333640	"PXK"
"31271"	"chr3"	58333639	58333640	"PXK"
"31272"	"chr3"	58333639	58333640	"PXK"
"31273"	"chr3"	58333639	58333640	"PXK"
"31274"	"chr3"	58333639	58333640	"PXK"
"31275"	"chr3"	58333639	58333640	"PXK"
"31276"	"chr3"	58333639	58333640	"PXK"
"31277"	"chr3"	58333639	58333640	"PXK"
"31278"	"chr3"	58333639	58333640	"PXK"
"31279"	"chr3"	58333639	58333640	"PXK"
"31280"	"chr3"	58333639	58333640	"PXK"
"31281"	"chr3"	58333639	58333640	"PXK"
"31282"	"chr3"	58333639	58333640	"PXK"
"31283"	"chr3"	58333639	58333640	"PXK"
"31284"	"chr3"	58333639	58333640	"PXK"
"31285"	"chr3"	58333639	58333640	"PXK"
"31286"	"chr3"	58333639	58333640	"PXK"
"31287"	"chr3"	58333639	58333640	"PXK"
"31288"	"chr3"	58333639	58333640	"PXK"
"31289"	"chr3"	58333639	58333640	"PXK"
"31290"	"chr3"	58333639	58333640	"PXK"
"31291"	"chr3"	58333639	58333640	"PXK"
"31292"	"chr3"	58333639	58333640	"PXK"
"31293"	"chr3"	58333639	58333640	"PXK"
"31294"	"chr3"	58334055	58334056	"PXK"
"31295"	"chr3"	58499114	58499115	"KCTD6"
"31296"	"chr3"	58607829	58607830	"FAM3D.AS1"
"31297"	"chr3"	4494097	4494098	"ITPR1"
"31298"	"chr3"	58825220	58825221	"C3orf67.AS1"
"31299"	"chr3"	59050782	59050783	"C3orf67"
"31300"	"chr3"	59050782	59050783	"C3orf67"
"31301"	"chr3"	59050782	59050783	"C3orf67"
"31302"	"chr3"	59659247	59659248	"LOC339902"
"31303"	"chr3"	60618620	60618621	"MIR548BB"
"31304"	"chr3"	62319697	62319698	"PTPRG.AS1"
"31305"	"chr3"	62319697	62319698	"PTPRG.AS1"
"31306"	"chr3"	62319697	62319698	"PTPRG.AS1"
"31307"	"chr3"	62319722	62319723	"C3orf14"
"31308"	"chr3"	63103437	63103438	"LINC00698"
"31309"	"chr3"	63550801	63550802	"SYNPR.AS1"
"31310"	"chr3"	63864536	63864537	"THOC7"
"31311"	"chr3"	63864673	63864674	"THOC7"
"31312"	"chr3"	63861394	63861395	"THOC7.AS1"
"31313"	"chr3"	63912522	63912523	"SCAANT1"
"31314"	"chr3"	64004771	64004772	"PSMD6.AS2"
"31315"	"chr3"	64068713	64068714	"PRICKLE2.AS1"
"31316"	"chr3"	64088113	64088114	"LINC00994"
"31317"	"chr3"	64104219	64104220	"PRICKLE2.AS2"
"31318"	"chr3"	64188293	64188294	"PRICKLE2.AS3"
"31319"	"chr3"	64562095	64562096	"ADAMTS9.AS1"
"31320"	"chr3"	64562095	64562096	"ADAMTS9.AS1"
"31321"	"chr3"	65955308	65955309	"MAGI1.IT1"
"31322"	"chr3"	65894565	65894566	"MAGI1.AS1"
"31323"	"chr3"	66221491	66221492	"SLC25A26"
"31324"	"chr3"	66221491	66221492	"SLC25A26"
"31325"	"chr3"	66221491	66221492	"SLC25A26"
"31326"	"chr3"	66221752	66221753	"SLC25A26"
"31327"	"chr3"	66221752	66221753	"SLC25A26"
"31328"	"chr3"	66739086	66739087	"LOC105377143"
"31329"	"chr3"	67226213	67226214	"MIR4272"
"31330"	"chr3"	67655446	67655447	"SUCLG2.AS1"
"31331"	"chr3"	67655446	67655447	"SUCLG2.AS1"
"31332"	"chr3"	68501386	68501387	"LOC105377146"
"31333"	"chr3"	69049785	69049786	"MIR3136"
"31334"	"chr3"	69081123	69081124	"UBA3"
"31335"	"chr3"	70000493	70000494	"SAMMSON"
"31336"	"chr3"	70313388	70313389	"MDFIC2"
"31337"	"chr3"	71290507	71290508	"FOXP1.AS1"
"31338"	"chr3"	72101205	72101206	"LINC00877"
"31339"	"chr3"	72152006	72152007	"LINC00870"
"31340"	"chr3"	72664999	72665000	"LOC105377162"
"31341"	"chr3"	72997492	72997493	"PPP4R2"
"31342"	"chr3"	73475382	73475383	"PDZRN3"
"31343"	"chr3"	73570265	73570266	"PDZRN3"
"31344"	"chr3"	73522071	73522072	"LOC101927296"
"31345"	"chr3"	73624317	73624318	"PDZRN3.AS1"
"31346"	"chr3"	73809993	73809994	"LINC02005"
"31347"	"chr3"	75215225	75215226	"MIR4444.1"
"31348"	"chr3"	75215225	75215226	"MIR4444.2"
"31349"	"chr3"	75435865	75435866	"FAM86DP"
"31350"	"chr3"	75436057	75436058	"LINC02018"
"31351"	"chr3"	75436057	75436058	"LINC02018"
"31352"	"chr3"	75436057	75436058	"LINC02018"
"31353"	"chr3"	75631512	75631513	"MIR1324"
"31354"	"chr3"	75673030	75673031	"LINC00960"
"31355"	"chr3"	75673140	75673141	"LINC00960"
"31356"	"chr3"	75739029	75739030	"MIR4273"
"31357"	"chr3"	78049713	78049714	"LINC02077"
"31358"	"chr3"	79412476	79412477	"LOC101927374"
"31359"	"chr3"	79508636	79508637	"MIR3923"
"31360"	"chr3"	80765646	80765647	"LINC02050"
"31361"	"chr3"	80765646	80765647	"LINC02050"
"31362"	"chr3"	80771453	80771454	"LINC02050"
"31363"	"chr3"	80994617	80994618	"LINC02027"
"31364"	"chr3"	81986891	81986892	"LINC02008"
"31365"	"chr3"	84870325	84870326	"LINC00971"
"31366"	"chr3"	84882839	84882840	"LINC02025"
"31367"	"chr3"	85063014	85063015	"SNORA95"
"31368"	"chr3"	85386459	85386460	"MIR5688"
"31369"	"chr3"	126655874	126655875	"TXNRD3"
"31370"	"chr3"	127288796	127288797	"PRR20G"
"31371"	"chr3"	113948762	113948763	"ZDHHC23"
"31372"	"chr3"	85828800	85828801	"CADM2.AS2"
"31373"	"chr3"	86482692	86482693	"LINC02070"
"31374"	"chr3"	87090029	87090030	"LINC00506"
"31375"	"chr3"	87090029	87090030	"LINC00506"
"31376"	"chr3"	87227027	87227028	"MIR4795"
"31377"	"chr3"	94939012	94939013	"LINC00879"
"31378"	"chr3"	95683943	95683944	"MTHFD2P1"
"31379"	"chr3"	96360713	96360714	"MIR8060"
"31380"	"chr3"	158673398	158673399	"LXN"
"31381"	"chr3"	98523816	98523817	"CLDND1"
"31382"	"chr3"	98523816	98523817	"CLDND1"
"31383"	"chr3"	98733401	98733402	"ST3GAL6.AS1"
"31384"	"chr3"	98732985	98732986	"ST3GAL6"
"31385"	"chr3"	56684015	56684016	"TASOR"
"31386"	"chr3"	98732985	98732986	"ST3GAL6"
"31387"	"chr3"	98732985	98732986	"ST3GAL6"
"31388"	"chr3"	98732985	98732986	"ST3GAL6"
"31389"	"chr3"	98732985	98732986	"ST3GAL6"
"31390"	"chr3"	98732985	98732986	"ST3GAL6"
"31391"	"chr3"	98732985	98732986	"ST3GAL6"
"31392"	"chr3"	98732985	98732986	"ST3GAL6"
"31393"	"chr3"	98733453	98733454	"ST3GAL6"
"31394"	"chr3"	98733453	98733454	"ST3GAL6"
"31395"	"chr3"	98733453	98733454	"ST3GAL6"
"31396"	"chr3"	98734205	98734206	"ST3GAL6"
"31397"	"chr3"	98764056	98764057	"ST3GAL6"
"31398"	"chr3"	99824615	99824616	"HP09053"
"31399"	"chr3"	99876953	99876954	"FILIP1L"
"31400"	"chr3"	99876953	99876954	"FILIP1L"
"31401"	"chr3"	99876953	99876954	"FILIP1L"
"31402"	"chr3"	99965148	99965149	"MIR3921"
"31403"	"chr3"	100115679	100115680	"CMSS1"
"31404"	"chr3"	100186573	100186574	"TMEM30CP"
"31405"	"chr3"	100186573	100186574	"TMEM30CP"
"31406"	"chr3"	100636287	100636288	"ADGRG7"
"31407"	"chr3"	100994240	100994241	"ABI3BP"
"31408"	"chr3"	100994240	100994241	"ABI3BP"
"31409"	"chr3"	100994240	100994241	"ABI3BP"
"31410"	"chr3"	101513991	101513992	"SENP7"
"31411"	"chr3"	101519616	101519617	"FAM172BP"
"31412"	"chr3"	101574843	101574844	"PCNP"
"31413"	"chr3"	101574843	101574844	"PCNP"
"31414"	"chr3"	101574843	101574844	"PCNP"
"31415"	"chr3"	101574843	101574844	"PCNP"
"31416"	"chr3"	101574843	101574844	"PCNP"
"31417"	"chr3"	101574843	101574844	"PCNP"
"31418"	"chr3"	101574843	101574844	"PCNP"
"31419"	"chr3"	101574843	101574844	"PCNP"
"31420"	"chr3"	101574843	101574844	"PCNP"
"31421"	"chr3"	101574843	101574844	"PCNP"
"31422"	"chr3"	101677179	101677180	"ZBTB11.AS1"
"31423"	"chr3"	101713183	101713184	"PDCL3P4"
"31424"	"chr3"	52831422	52831423	"ITIH4"
"31425"	"chr3"	101941608	101941609	"LINC02085"
"31426"	"chr3"	102164454	102164455	"LOC101929411"
"31427"	"chr3"	103524866	103524867	"MIR548AB"
"31428"	"chr3"	134486473	134486474	"CEP63"
"31429"	"chr3"	74521890	74521891	"CNTN3"
"31430"	"chr3"	107241388	107241389	"LINC00882"
"31431"	"chr3"	107241441	107241442	"DUBR"
"31432"	"chr3"	107241441	107241442	"DUBR"
"31433"	"chr3"	107382909	107382910	"LOC101929579"
"31434"	"chr3"	107431679	107431680	"LINC01990"
"31435"	"chr3"	107878818	107878819	"LINC00635"
"31436"	"chr3"	107878818	107878819	"LINC00635"
"31437"	"chr3"	107883954	107883955	"LINC00636"
"31438"	"chr3"	108125813	108125814	"LINC01215"
"31439"	"chr3"	108126570	108126571	"LINC01215"
"31440"	"chr3"	108954596	108954597	"GUCA1C"
"31441"	"chr3"	109102205	109102206	"MORC1.AS1"
"31442"	"chr3"	109178914	109178915	"LINC00488"
"31443"	"chr3"	109410739	109410740	"LINC01205"
"31444"	"chr3"	109603577	109603578	"MIR4445"
"31445"	"chr3"	111070709	111070710	"NECTIN3.AS1"
"31446"	"chr3"	111675425	111675426	"PLCXD2"
"31447"	"chr3"	111678183	111678184	"PLCXD2.AS1"
"31448"	"chr3"	111859929	111859930	"PHLDB2"
"31449"	"chr3"	112040367	112040368	"TMPRSS7"
"31450"	"chr3"	112040367	112040368	"TMPRSS7"
"31451"	"chr3"	112087084	112087085	"C3orf52"
"31452"	"chr3"	112134172	112134173	"TBILA"
"31453"	"chr3"	40506788	40506789	"ZNF620"
"31454"	"chr3"	112303227	112303228	"LOC105374042"
"31455"	"chr3"	112750069	112750070	"LINC02042"
"31456"	"chr3"	112803227	112803228	"CD200R1L.AS1"
"31457"	"chr3"	112803227	112803228	"CD200R1L.AS1"
"31458"	"chr3"	112991702	112991703	"GTPBP8"
"31459"	"chr3"	113168481	113168482	"LINC02044"
"31460"	"chr3"	113404747	113404748	"CFAP44.AS1"
"31461"	"chr3"	113432950	113432951	"MIR8076"
"31462"	"chr3"	3180467	3180468	"CRBN"
"31463"	"chr3"	70313388	70313389	"MDFIC2"
"31464"	"chr3"	113595625	113595626	"MIR4446"
"31465"	"chr3"	124095430	124095431	"KALRN"
"31466"	"chr3"	113697396	113697397	"USF3"
"31467"	"chr3"	138188280	138188281	"ARMC8"
"31468"	"chr3"	113948650	113948651	"ZDHHC23"
"31469"	"chr3"	114057363	114057364	"CCDC191"
"31470"	"chr3"	114317319	114317320	"MIR568"
"31471"	"chr3"	114352560	114352561	"ZBTB20.AS1"
"31472"	"chr3"	114454342	114454343	"ZBTB20.AS5"
"31473"	"chr3"	114744275	114744276	"MIR4796"
"31474"	"chr3"	114873782	114873783	"ZBTB20.AS3"
"31475"	"chr3"	115101172	115101173	"ZBTB20.AS4"
"31476"	"chr3"	115905876	115905877	"SNORD155"
"31477"	"chr3"	116360773	116360774	"LSAMP.AS1"
"31478"	"chr3"	116553222	116553223	"LINC00903"
"31479"	"chr3"	116851117	116851118	"MIR4447"
"31480"	"chr3"	116922180	116922181	"LINC00901"
"31481"	"chr3"	117691675	117691676	"LINC02024"
"31482"	"chr3"	118811583	118811584	"LOC105374060"
"31483"	"chr3"	118642517	118642518	"LOC101926968"
"31484"	"chr3"	149334188	149334189	"TM4SF18"
"31485"	"chr3"	149130387	149130388	"HPS3"
"31486"	"chr3"	146251855	146251856	"PLSCR4"
"31487"	"chr3"	170182483	170182484	"PHC3"
"31488"	"chr3"	146251365	146251366	"PLSCR4"
"31489"	"chr3"	146251855	146251856	"PLSCR4"
"31490"	"chr3"	118943825	118943826	"IGSF11.AS1"
"31491"	"chr3"	119227235	119227236	"B4GALT4.AS1"
"31492"	"chr3"	119323510	119323511	"ARHGAP31.AS1"
"31493"	"chr3"	119598597	119598598	"PLA1A"
"31494"	"chr3"	119703771	119703772	"MAATS1"
"31495"	"chr3"	119703771	119703772	"MAATS1"
"31496"	"chr3"	119703771	119703772	"MAATS1"
"31497"	"chr3"	120743430	120743431	"RABL3"
"31498"	"chr3"	120837107	120837108	"LINC02049"
"31499"	"chr3"	120837107	120837108	"LINC02049"
"31500"	"chr3"	121050389	121050390	"MIR5682"
"31501"	"chr3"	129003002	129003003	"KIAA1257"
"31502"	"chr3"	121835829	121835830	"IQCB1"
"31503"	"chr3"	122383981	122383982	"CCDC58"
"31504"	"chr3"	122416955	122416956	"LOC102723582"
"31505"	"chr3"	122616364	122616365	"PARP15"
"31506"	"chr3"	122616364	122616365	"PARP15"
"31507"	"chr3"	122887262	122887263	"LINC02035"
"31508"	"chr3"	155677093	155677094	"PLCH1"
"31509"	"chr3"	123029355	123029356	"SEMA5B"
"31510"	"chr3"	123162543	123162544	"MIR7110"
"31511"	"chr3"	123586262	123586263	"MYLK.AS1"
"31512"	"chr3"	123586262	123586263	"MYLK.AS1"
"31513"	"chr3"	123690393	123690394	"MYLK.AS2"
"31514"	"chr3"	123961979	123961980	"CCDC14"
"31515"	"chr3"	124133678	124133679	"MIR5002"
"31516"	"chr3"	124375081	124375082	"MIR6083"
"31517"	"chr3"	124731115	124731116	"UMPS"
"31518"	"chr3"	124731115	124731116	"UMPS"
"31519"	"chr3"	124733188	124733189	"MIR544B"
"31520"	"chr3"	160842898	160842899	"PPM1L"
"31521"	"chr3"	160842898	160842899	"PPM1L"
"31522"	"chr3"	165197621	165197622	"SLITRK3"
"31523"	"chr3"	168096674	168096675	"GOLIM4"
"31524"	"chr3"	125152302	125152303	"MIR5092"
"31525"	"chr3"	197298885	197298886	"DLG1"
"31526"	"chr3"	125775463	125775464	"LOC105374312"
"31527"	"chr3"	125791302	125791303	"MIR548I1"
"31528"	"chr3"	125886827	125886828	"LINC02614"
"31529"	"chr3"	125886827	125886828	"LINC02614"
"31530"	"chr3"	125917350	125917351	"FAM86JP"
"31531"	"chr3"	125917350	125917351	"FAM86JP"
"31532"	"chr3"	125937794	125937795	"ALG1L"
"31533"	"chr3"	126057525	126057526	"SLC41A3"
"31534"	"chr3"	126085041	126085042	"SLC41A3"
"31535"	"chr3"	126085041	126085042	"SLC41A3"
"31536"	"chr3"	126102298	126102299	"SLC41A3"
"31537"	"chr3"	126181936	126181937	"ALDH1L1"
"31538"	"chr3"	126104389	126104390	"ALDH1L1.AS1"
"31539"	"chr3"	126180814	126180815	"ALDH1L1.AS2"
"31540"	"chr3"	126395548	126395549	"CCDC37.DT"
"31541"	"chr3"	126395548	126395549	"CCDC37.DT"
"31542"	"chr3"	126395548	126395549	"CCDC37.DT"
"31543"	"chr3"	12485260	12485261	"TSEN2"
"31544"	"chr3"	25790821	25790822	"OXSM"
"31545"	"chr3"	126662830	126662831	"NUP210P1"
"31546"	"chr3"	127391420	127391421	"LINC02016"
"31547"	"chr3"	127538530	127538531	"LINC01471"
"31548"	"chr3"	127576081	127576082	"MIR6825"
"31549"	"chr3"	127587926	127587927	"MIR7976"
"31550"	"chr3"	127673687	127673688	"ABTB1"
"31551"	"chr3"	128076559	128076560	"RUVBL1.AS1"
"31552"	"chr3"	128464343	128464344	"DNAJB8.AS1"
"31553"	"chr3"	128489952	128489953	"GATA2.AS1"
"31554"	"chr3"	128508584	128508585	"LOC90246"
"31555"	"chr3"	128576836	128576837	"LINC01565"
"31556"	"chr3"	128872291	128872292	"LOC653712"
"31557"	"chr3"	128880239	128880240	"ACAD9"
"31558"	"chr3"	128992647	128992648	"KIAA1257"
"31559"	"chr3"	129002055	129002056	"KIAA1257"
"31560"	"chr3"	129122554	129122555	"RAB43"
"31561"	"chr3"	129161980	129161981	"ISY1.RAB43"
"31562"	"chr3"	129272895	129272896	"MIR6826"
"31563"	"chr3"	129317020	129317021	"H1FX.AS1"
"31564"	"chr3"	129400189	129400190	"RPL32P3"
"31565"	"chr3"	129398098	129398099	"SNORA7B"
"31566"	"chr3"	71754604	71754605	"GPR27"
"31567"	"chr3"	122416812	122416813	"WDR5B"
"31568"	"chr3"	169148221	169148222	"MECOM"
"31569"	"chr3"	129549134	129549135	"H1FOO"
"31570"	"chr3"	129894620	129894621	"TMCC1.AS1"
"31571"	"chr3"	130095054	130095055	"LINC02014"
"31572"	"chr3"	130112183	130112184	"FAM86HP"
"31573"	"chr3"	130112456	130112457	"LINC02021"
"31574"	"chr3"	130113299	130113300	"LINC02021"
"31575"	"chr3"	130213569	130213570	"COL6A4P2"
"31576"	"chr3"	48919591	48919592	"ARIH2"
"31577"	"chr3"	48919591	48919592	"ARIH2"
"31578"	"chr3"	130346265	130346266	"COL6A5"
"31579"	"chr3"	131027604	131027605	"ASTE1"
"31580"	"chr3"	131027604	131027605	"ASTE1"
"31581"	"chr3"	131382225	131382226	"LOC339874"
"31582"	"chr3"	131362594	131362595	"NUDT16P1"
"31583"	"chr3"	131362623	131362624	"NUDT16P1"
"31584"	"chr3"	131382420	131382421	"NUDT16"
"31585"	"chr3"	131382514	131382515	"NUDT16"
"31586"	"chr3"	131479983	131479984	"SNORA58"
"31587"	"chr3"	131986681	131986682	"MIR5704"
"31588"	"chr3"	132660881	132660882	"ACAD11"
"31589"	"chr3"	132660881	132660882	"ACAD11"
"31590"	"chr3"	132660881	132660882	"ACAD11"
"31591"	"chr3"	132723209	132723210	"NPHP3.ACAD11"
"31592"	"chr3"	120095197	120095198	"GSK3B"
"31593"	"chr3"	132722499	132722500	"NPHP3.AS1"
"31594"	"chr3"	132722499	132722500	"NPHP3.AS1"
"31595"	"chr3"	133039037	133039038	"TMEM108"
"31596"	"chr3"	133125570	133125571	"TMEM108"
"31597"	"chr3"	133257871	133257872	"TMEM108.AS1"
"31598"	"chr3"	133491896	133491897	"BFSP2.AS1"
"31599"	"chr3"	133456526	133456527	"BFSP2.AS1"
"31600"	"chr3"	133491896	133491897	"BFSP2.AS1"
"31601"	"chr3"	133575183	133575184	"CDV3"
"31602"	"chr3"	133575183	133575184	"CDV3"
"31603"	"chr3"	133575183	133575184	"CDV3"
"31604"	"chr3"	133575183	133575184	"CDV3"
"31605"	"chr3"	133896597	133896598	"RAB6B"
"31606"	"chr3"	134058398	134058399	"LINC02000"
"31607"	"chr3"	134314325	134314326	"LINC02004"
"31608"	"chr3"	134376167	134376168	"AMOTL2"
"31609"	"chr3"	134368612	134368613	"MIR6827"
"31610"	"chr3"	134438576	134438577	"MIR4788"
"31611"	"chr3"	61562320	61562321	"PTPRG"
"31612"	"chr3"	48919591	48919592	"ARIH2"
"31613"	"chr3"	136862813	136862814	"NCK1.DT"
"31614"	"chr3"	136862813	136862814	"NCK1.DT"
"31615"	"chr3"	136862813	136862814	"NCK1.DT"
"31616"	"chr3"	137772660	137772661	"LINC01210"
"31617"	"chr3"	71584739	71584740	"FOXP1"
"31618"	"chr3"	49804010	49804011	"INKA1"
"31619"	"chr3"	138435322	138435323	"ESYT3"
"31620"	"chr3"	197298885	197298886	"DLG1"
"31621"	"chr3"	139104934	139104935	"BPESC1"
"31622"	"chr3"	139234272	139234273	"PISRT1"
"31623"	"chr3"	139390430	139390431	"COPB2"
"31624"	"chr3"	139390552	139390553	"LOC100507291"
"31625"	"chr3"	139390552	139390553	"LOC100507291"
"31626"	"chr3"	139678800	139678801	"NMNAT3"
"31627"	"chr3"	139678800	139678801	"NMNAT3"
"31628"	"chr3"	139678800	139678801	"NMNAT3"
"31629"	"chr3"	139678800	139678801	"NMNAT3"
"31630"	"chr3"	139678800	139678801	"NMNAT3"
"31631"	"chr3"	139678800	139678801	"NMNAT3"
"31632"	"chr3"	140509539	140509540	"CLSTN2.AS1"
"31633"	"chr3"	141232574	141232575	"PXYLP1"
"31634"	"chr3"	15602494	15602495	"BTD"
"31635"	"chr3"	131027626	131027627	"NEK11"
"31636"	"chr3"	141663948	141663949	"LINC02618"
"31637"	"chr3"	141738958	141738959	"RNF7"
"31638"	"chr3"	141738958	141738959	"RNF7"
"31639"	"chr3"	141738958	141738959	"RNF7"
"31640"	"chr3"	141738958	141738959	"RNF7"
"31641"	"chr3"	66039668	66039669	"MAGI1"
"31642"	"chr3"	50192359	50192360	"GNAT1"
"31643"	"chr3"	142927424	142927425	"LOC100507389"
"31644"	"chr3"	142964807	142964808	"PAQR9.AS1"
"31645"	"chr3"	143002217	143002218	"LOC100289361"
"31646"	"chr3"	143342995	143342996	"SLC9A9.AS1"
"31647"	"chr3"	143972547	143972548	"DIPK2A"
"31648"	"chr3"	143973830	143973831	"DIPK2A"
"31649"	"chr3"	146069935	146069936	"LNCSRLR"
"31650"	"chr3"	146496741	146496742	"PLSCR2"
"31651"	"chr3"	146606966	146606967	"PLSCR5"
"31652"	"chr3"	146922672	146922673	"LINC02010"
"31653"	"chr3"	146922672	146922673	"LINC02010"
"31654"	"chr3"	147393180	147393181	"ZIC4"
"31655"	"chr3"	147393180	147393181	"ZIC4"
"31656"	"chr3"	147393180	147393181	"ZIC4"
"31657"	"chr3"	148078908	148078909	"LINC02032"
"31658"	"chr3"	148281640	148281641	"LINC02046"
"31659"	"chr3"	50236953	50236954	"GNAI2"
